id_entrega,id_pedido,data_envio,data_prevista,data_entregue,transportadora,custo_frete_real,tentativas
2905,PED-39898,2024-02-11,2024-02-17,2024-02-21,correios,51.0,3
2906,PED-78184,2025-10-20,2025-11-01,2025-10-31,correios,94.76,1
2907,PED-55178,2024-04-20,2024-04-26,2024-04-22,Total Express,125.12,1
2908,PED-89954,2024-03-21,2024-03-25,2024-03-30,Total Express,53.06,2
2909,PED-57018,2025-04-13,2025-04-21,2025-04-26,correios,65.31,3
2910,PED-60126,2025-10-02,2025-10-05,2025-10-09,Total Express,53.5,1
2911,PED-83635,2024-05-17,2024-05-22,2024-05-18,Total Express,114.75,1
2912,PED-29099,2024-11-04,2024-11-16,2024-11-22,correios,114.55,3
2913,PED-25753,2024-09-22,2024-10-03,2024-10-04,Jadlog,119.32,3
2914,PED-29523,2025-07-14,2025-07-22,2025-07-26,correios,85.56,3
2915,PED-92056,2024-09-09,2024-09-19,2024-09-19,Correios,120.81,2
2916,PED-10128,2024-04-07,2024-04-16,2024-04-15,Correios,96.14,4
2917,PED-61024,2024-11-29,2024-12-10,2024-12-12,Correios,139.79,1
2918,PED-36484,2025-08-30,2025-09-07,2025-09-11,Correios,18.72,2
2919,PED-13340,2024-04-24,2024-05-05,2024-05-06,Correios,132.79,4
2920,PED-90224,2025-02-11,2025-02-21,2025-02-17,Jadlog,18.57,1
2921,PED-69393,2025-01-18,2025-01-25,2025-01-21,Total Express,110.12,2
2922,PED-94157,2024-03-01,2024-03-12,2024-03-15,Total Express,90.76,1
2923,PED-93558,2025-10-30,2025-11-06,2025-11-05,Jadlog,43.66,4
2924,PED-88490,2024-06-29,2024-07-08,2024-07-11,Jadlog,59.58,1
2925,PED-62850,2025-02-10,2025-02-19,2025-02-17,Total Express,96.62,2
2926,PED-82805,2024-02-04,2024-02-11,2024-02-07,Correios,106.45,4
2927,PED-60393,2024-05-24,2024-06-05,2024-06-08,Correios,137.62,1
2928,PED-62072,2024-07-22,2024-07-28,2024-07-24,Jadlog,16.86,2
2929,PED-69489,2024-03-15,2024-03-20,2024-03-19,correios,19.77,2
2930,PED-32445,2025-03-15,2025-03-22,2025-03-23,correios,53.51,4
2931,PED-81393,2025-10-26,2025-10-29,2025-11-01,Correios,69.28,2
2932,PED-23324,2025-01-28,2025-02-01,2025-02-07,Correios,87.59,1
2933,PED-38687,2024-09-18,2024-09-26,2024-09-23,Total Express,39.41,3
2934,PED-74978,2024-11-04,2024-11-08,2024-11-11,Jadlog,57.63,2
2935,PED-19743,2025-03-13,2025-03-18,2025-03-21,Jadlog,48.54,1
2936,PED-52339,2026-01-29,2026-02-02,2026-02-07,Correios,26.59,4
2937,PED-15636,2025-11-21,2025-11-27,2025-12-01,Correios,64.91,3
2938,PED-69210,2025-12-03,2025-12-05,2025-12-04,correios,98.03,1
2939,PED-80016,2024-06-12,2024-06-20,2024-06-23,Correios,130.45,4
2940,PED-77291,2024-11-09,2024-11-18,2024-11-24,correios,128.8,1
2941,PED-93763,2024-06-09,2024-06-11,2024-06-09,Correios,123.92,2
2942,PED-35347,2025-04-02,2025-04-05,2025-04-11,Jadlog,76.56,4
2943,PED-81581,2024-10-24,2024-10-28,2024-11-02,Jadlog,104.96,4
2944,PED-67400,2024-12-10,2024-12-22,2024-12-27,correios,108.04,2
2945,PED-25071,2025-03-03,2025-03-13,2025-03-12,correios,79.74,3
2946,PED-54364,2025-06-08,2025-06-16,2025-06-12,correios,83.56,4
2947,PED-87150,2025-06-12,2025-06-14,2025-06-17,Total Express,61.17,1
2948,PED-18007,2024-12-23,2025-01-01,2025-01-04,Total Express,121.64,4
2949,PED-77931,2025-09-04,2025-09-09,2025-09-11,correios,121.53,1
2950,PED-59298,2025-12-24,2025-12-31,2025-12-27,correios,19.13,2
2951,PED-92467,2025-06-03,2025-06-07,2025-06-06,Jadlog,51.28,2
2952,PED-98964,2025-07-19,2025-07-22,2025-07-24,Jadlog,9.96,3
2953,PED-23749,2024-03-17,2024-03-27,2024-03-30,Jadlog,61.45,2
2954,PED-95367,2024-07-04,2024-07-07,2024-07-11,correios,17.6,2
2955,PED-62157,2024-09-24,2024-10-01,2024-10-06,Total Express,107.66,1
2956,PED-80026,2024-02-16,2024-02-26,2024-03-02,Jadlog,39.05,3
2957,PED-30753,2025-06-18,2025-06-28,2025-06-24,correios,125.77,1
2958,PED-89320,2024-11-24,2024-12-01,2024-11-27,correios,95.43,4
2959,PED-76500,2024-07-12,2024-07-23,2024-07-23,Jadlog,93.58,3
2960,PED-89918,2024-11-05,2024-11-16,2024-11-17,Correios,93.44,3
2961,PED-92059,2025-07-30,2025-08-06,2025-08-09,Total Express,135.04,1
2962,PED-22014,2025-02-03,2025-02-15,2025-02-18,Jadlog,129.92,2
2963,PED-68665,2025-05-11,2025-05-21,2025-05-23,Total Express,71.04,2
2964,PED-69245,2025-12-19,2025-12-21,2025-12-26,Jadlog,58.22,1
2965,PED-92289,2024-05-12,2024-05-23,2024-05-20,Total Express,73.33,4
2966,PED-29649,2024-08-06,2024-08-14,2024-08-18,Total Express,74.77,2
2967,PED-77648,2025-03-13,2025-03-17,2025-03-18,correios,73.2,1
2968,PED-51714,2025-07-01,2025-07-13,2025-07-17,Correios,60.61,2
2969,PED-41127,2025-11-27,2025-12-09,2025-12-15,Jadlog,14.85,3
2970,PED-57232,2024-08-12,2024-08-14,2024-08-20,Total Express,58.28,3
2971,PED-84605,2024-06-13,2024-06-25,2024-06-28,Correios,12.04,1
2972,PED-81010,2025-04-19,2025-04-23,2025-04-23,correios,110.75,3
2973,PED-42926,2024-03-20,2024-03-27,2024-03-27,correios,131.32,4
2974,PED-61651,2024-10-02,2024-10-11,2024-10-16,correios,26.53,3
2975,PED-42325,2025-12-13,2025-12-17,2025-12-23,correios,98.23,3
2976,PED-35502,2025-12-21,2025-12-29,2025-12-28,Correios,52.9,2
2977,PED-99714,2024-12-18,2024-12-24,2024-12-21,Jadlog,32.63,3
2978,PED-55003,2025-08-04,2025-08-13,2025-08-11,Total Express,30.13,2
2979,PED-39052,2025-02-12,2025-02-20,2025-02-25,correios,53.32,3
2980,PED-76123,2024-02-04,2024-02-07,2024-02-06,Correios,81.91,4
2981,PED-13363,2025-08-19,2025-08-26,2025-08-27,Total Express,76.5,4
2982,PED-12048,2024-10-13,2024-10-23,2024-10-24,Jadlog,107.79,3
2983,PED-10996,2024-09-21,2024-09-27,2024-09-26,correios,48.47,1
2984,PED-85623,2024-10-07,2024-10-19,2024-10-23,Correios,130.27,1
2985,PED-73471,2025-03-31,2025-04-09,2025-04-14,correios,14.19,3
2986,PED-45275,2025-10-17,2025-10-28,2025-10-27,Correios,19.35,3
2987,PED-50315,2024-08-15,2024-08-20,2024-08-22,Correios,50.93,4
2988,PED-52960,2024-07-26,2024-07-29,2024-07-30,correios,22.15,2
2989,PED-38110,2024-05-07,2024-05-14,2024-05-19,Total Express,70.81,1
2990,PED-68632,2024-11-24,2024-11-29,2024-12-01,Jadlog,14.04,3
2991,PED-24300,2025-08-01,2025-08-05,2025-08-11,Jadlog,133.45,1
2992,PED-33242,2026-01-22,2026-01-24,2026-01-25,Total Express,58.55,1
2993,PED-71982,2025-09-14,2025-09-25,2025-09-29,Correios,87.87,2
2994,PED-45609,2024-05-15,2024-05-24,2024-05-20,Jadlog,25.13,3
2995,PED-27937,2024-09-27,2024-10-05,2024-10-03,Jadlog,81.58,4
2996,PED-52526,2024-02-14,2024-02-22,2024-02-18,Total Express,112.58,4
2997,PED-46639,2025-10-28,2025-11-07,2025-11-10,Jadlog,121.86,2
2998,PED-76874,2025-04-24,2025-05-03,2025-05-04,Jadlog,137.78,3
2999,PED-54503,2025-03-07,2025-03-17,2025-03-23,Total Express,135.32,3
3000,PED-33301,2024-12-16,2024-12-27,2024-12-27,correios,48.2,1
3001,PED-53554,2024-06-18,2024-06-21,2024-06-23,Correios,25.97,1
3002,PED-30439,2025-12-04,2025-12-06,2025-12-02,Jadlog,57.17,2
3003,PED-40420,2025-08-26,2025-09-06,2025-09-12,Correios,134.52,2
3004,PED-52726,2025-07-14,2025-07-26,2025-07-23,Jadlog,17.14,1
3005,PED-72983,2025-11-01,2025-11-08,2025-11-09,Correios,76.88,4
3006,PED-99390,2024-06-25,2024-07-05,2024-07-03,Correios,45.48,3
3007,PED-90859,2025-03-02,2025-03-12,2025-03-16,Total Express,58.93,4
3008,PED-39109,2024-04-06,2024-04-10,2024-04-13,Total Express,67.27,4
3009,PED-64169,2024-12-19,2024-12-25,2024-12-31,correios,106.59,2
3010,PED-31981,2025-07-26,2025-08-02,2025-08-06,Jadlog,46.0,1
3011,PED-32658,2024-05-28,2024-06-07,2024-06-06,Correios,105.29,2
3012,PED-36238,2025-04-03,2025-04-06,2025-04-04,correios,123.98,1
3013,PED-91797,2024-06-24,2024-07-06,2024-07-06,Correios,15.79,1
3014,PED-42079,2025-06-08,2025-06-11,2025-06-15,Total Express,42.64,2
3015,PED-70710,2025-05-02,2025-05-07,2025-05-11,Jadlog,11.2,2
3016,PED-77984,2025-02-18,2025-02-27,2025-03-01,Correios,95.8,2
3017,PED-72924,2025-04-16,2025-04-20,2025-04-21,Total Express,50.35,3
3018,PED-44816,2025-04-27,2025-05-07,2025-05-13,Total Express,25.91,2
3019,PED-52655,2024-11-30,2024-12-11,2024-12-07,correios,89.66,4
3020,PED-82587,2024-10-29,2024-11-06,2024-11-12,correios,104.3,4
3021,PED-33809,2024-08-07,2024-08-09,2024-08-13,Total Express,134.77,4
3022,PED-69921,2025-08-31,2025-09-04,2025-09-01,correios,34.18,2
3023,PED-86356,2024-12-31,2025-01-11,2025-01-17,correios,134.28,1
3024,PED-32615,2025-08-21,2025-08-28,2025-08-26,correios,84.12,2
3025,PED-23213,2025-05-27,2025-06-04,2025-06-02,Total Express,113.52,1
3026,PED-40968,2025-06-10,2025-06-22,2025-06-22,correios,39.21,2
3027,PED-57669,2024-10-25,2024-11-01,2024-11-07,correios,112.19,2
3028,PED-50378,2024-02-23,2024-03-01,2024-03-05,Jadlog,63.16,4
3029,PED-74631,2024-11-06,2024-11-18,2024-11-21,correios,29.33,4
3030,PED-12563,2024-04-20,2024-04-26,2024-04-25,Jadlog,42.46,3
3031,PED-90112,2024-12-07,2024-12-18,2024-12-21,Correios,31.82,4
3032,PED-67513,2025-07-25,2025-08-05,2025-08-10,Correios,32.66,2
3033,PED-31245,2025-11-12,2025-11-21,2025-11-18,Correios,51.71,4
3034,PED-24747,2024-02-23,2024-03-04,2024-03-07,correios,72.72,3
3035,PED-83179,2024-12-18,2024-12-22,2024-12-27,correios,25.25,1
3036,PED-27657,2024-03-31,2024-04-12,2024-04-09,Jadlog,60.42,1
3037,PED-32710,2025-10-23,2025-11-02,2025-11-01,Correios,124.61,3
3038,PED-89505,2025-03-11,2025-03-21,2025-03-24,Total Express,76.46,4
3039,PED-37601,2024-05-05,2024-05-12,2024-05-18,Jadlog,96.09,3
3040,PED-93548,2025-04-19,2025-04-23,2025-04-22,Total Express,130.01,1
3041,PED-46455,2024-08-01,2024-08-06,2024-08-02,Jadlog,39.19,4
3042,PED-85060,2025-02-13,2025-02-25,2025-02-22,Jadlog,22.45,1
3043,PED-37531,2024-05-14,2024-05-21,2024-05-19,Correios,11.01,2
3044,PED-31951,2025-10-17,2025-10-29,2025-11-03,Jadlog,95.65,1
3045,PED-72648,2025-08-21,2025-08-27,2025-08-26,Jadlog,94.3,2
3046,PED-35733,2025-10-03,2025-10-05,2025-10-10,Correios,84.1,4
3047,PED-87789,2025-10-05,2025-10-08,2025-10-07,Total Express,20.27,1
3048,PED-16346,2025-07-30,2025-08-03,2025-08-05,correios,104.59,1
3049,PED-25476,2025-10-03,2025-10-08,2025-10-06,Total Express,62.13,2
3050,PED-89408,2025-08-03,2025-08-05,2025-08-02,Correios,23.3,4
3051,PED-26974,2025-10-20,2025-10-28,2025-10-25,correios,13.52,1
3052,PED-54949,2024-07-03,2024-07-12,2024-07-10,Total Express,131.08,2
3053,PED-14852,2025-06-13,2025-06-24,2025-06-23,Jadlog,83.49,4
3054,PED-37315,2024-04-20,2024-04-28,2024-04-29,Correios,95.16,4
3055,PED-49513,2024-10-19,2024-10-31,2024-11-06,Correios,27.75,3
3056,PED-21809,2024-07-04,2024-07-08,2024-07-05,Jadlog,11.0,4
3057,PED-28430,2024-02-19,2024-03-02,2024-03-06,Jadlog,121.5,3
3058,PED-88161,2025-10-03,2025-10-07,2025-10-05,Jadlog,57.58,1
3059,PED-58067,2025-05-03,2025-05-14,2025-05-13,Jadlog,103.25,1
3060,PED-38130,2024-05-13,2024-05-25,2024-05-21,Jadlog,24.92,4
3061,PED-39997,2025-02-28,2025-03-02,2025-02-27,Total Express,23.66,3
3062,PED-57056,2024-11-08,2024-11-13,2024-11-15,Jadlog,79.23,4
3063,PED-37788,2026-01-17,2026-01-23,2026-01-21,Correios,42.24,1
3064,PED-28460,2025-07-19,2025-07-23,2025-07-19,Total Express,130.78,4
3065,PED-90511,2025-06-08,2025-06-11,2025-06-12,correios,71.27,4
3066,PED-31804,2024-03-07,2024-03-13,2024-03-09,Correios,66.49,1
3067,PED-87438,2025-05-03,2025-05-11,2025-05-13,Correios,62.43,2
3068,PED-79605,2025-05-01,2025-05-05,2025-05-05,Correios,53.2,3
3069,PED-92802,2025-04-18,2025-04-22,2025-04-28,Correios,37.28,3
3070,PED-17687,2024-11-30,2024-12-02,2024-12-01,Correios,10.23,3
3071,PED-83980,2025-06-29,2025-07-07,2025-07-10,Total Express,56.65,3
3072,PED-58613,2025-11-20,2025-12-01,2025-11-28,Total Express,85.9,3
3073,PED-65727,2025-12-27,2026-01-03,2026-01-03,correios,132.84,3
3074,PED-27938,2024-11-02,2024-11-11,2024-11-08,Jadlog,68.95,1
3075,PED-82737,2025-02-15,2025-02-18,2025-02-14,Correios,109.53,1
3076,PED-13492,2025-06-23,2025-06-25,2025-06-24,Total Express,81.11,1
3077,PED-46198,2024-10-04,2024-10-13,2024-10-15,Correios,72.55,4
3078,PED-81352,2025-12-12,2025-12-22,2025-12-18,Correios,76.22,3
3079,PED-29415,2025-04-18,2025-04-27,2025-04-24,Correios,122.63,1
3080,PED-70746,2025-02-05,2025-02-12,2025-02-08,Correios,33.8,1
3081,PED-23325,2024-11-09,2024-11-17,2024-11-20,correios,15.11,2
3082,PED-16265,2024-12-15,2024-12-22,2024-12-19,Jadlog,55.67,3
3083,PED-36148,2025-12-29,2026-01-07,2026-01-07,Total Express,31.1,2
3084,PED-84072,2024-08-27,2024-08-29,2024-08-25,Total Express,31.99,3
3085,PED-66293,2025-03-08,2025-03-17,2025-03-19,Jadlog,73.49,2
3086,PED-10716,2024-08-26,2024-08-29,2024-09-02,Jadlog,34.26,2
3087,PED-30523,2025-06-29,2025-07-10,2025-07-12,Total Express,129.7,4
3088,PED-29518,2025-12-14,2025-12-22,2025-12-24,Correios,54.63,1
3089,PED-28117,2025-04-19,2025-04-29,2025-04-28,Total Express,10.51,1
3090,PED-64369,2024-05-16,2024-05-22,2024-05-24,Total Express,21.22,3
3091,PED-13268,2025-11-12,2025-11-24,2025-11-29,Correios,112.95,1
3092,PED-73655,2024-08-25,2024-09-03,2024-09-08,Total Express,24.41,3
3093,PED-95865,2025-04-03,2025-04-05,2025-04-01,Jadlog,85.29,1
3094,PED-45331,2025-05-04,2025-05-15,2025-05-21,Correios,49.59,1
3095,PED-15543,2024-08-21,2024-08-28,2024-08-26,Jadlog,88.59,1
3096,PED-94749,2024-10-15,2024-10-26,2024-10-26,Total Express,130.66,4
3097,PED-74595,2024-05-05,2024-05-16,2024-05-20,correios,93.54,2
3098,PED-67542,2026-01-29,2026-02-07,2026-02-12,Correios,115.4,4
3099,PED-48353,2024-03-08,2024-03-19,2024-03-23,Correios,62.24,4
3100,PED-38348,2025-09-04,2025-09-07,2025-09-05,Total Express,45.84,1
3101,PED-84844,2025-09-10,2025-09-19,2025-09-22,Jadlog,40.77,2
3102,PED-33988,2026-02-01,2026-02-08,2026-02-10,correios,105.28,3
3103,PED-24934,2024-09-18,2024-09-29,2024-10-04,Total Express,114.53,1
3104,PED-66464,2025-02-05,2025-02-11,2025-02-09,correios,11.47,4
3105,PED-70390,2025-07-28,2025-07-30,2025-08-03,correios,21.95,4
3106,PED-96606,2026-02-03,2026-02-05,2026-02-03,Correios,91.27,3
3107,PED-20969,2025-02-04,2025-02-07,2025-02-11,correios,56.76,4
3108,PED-20944,2025-05-16,2025-05-20,2025-05-17,Total Express,135.05,3
3109,PED-14002,2024-10-13,2024-10-25,2024-10-29,Correios,136.11,4
3110,PED-80137,2024-02-27,2024-03-04,2024-03-04,correios,29.21,1
3111,PED-78412,2025-09-07,2025-09-16,2025-09-17,correios,83.38,4
3112,PED-67365,2024-03-11,2024-03-21,2024-03-22,Correios,79.16,1
3113,PED-80791,2024-10-27,2024-10-29,2024-10-29,Correios,63.28,3
3114,PED-22281,2025-05-04,2025-05-13,2025-05-19,correios,119.16,4
3115,PED-49263,2025-10-04,2025-10-15,2025-10-12,Total Express,20.08,1
3116,PED-75494,2024-05-12,2024-05-16,2024-05-20,Jadlog,112.47,4
3117,PED-29718,2024-05-30,2024-06-09,2024-06-13,Total Express,103.86,4
3118,PED-72539,2025-05-31,2025-06-11,2025-06-17,Correios,43.26,3
3119,PED-43901,2025-11-25,2025-11-30,2025-11-27,Correios,112.3,4
3120,PED-65987,2025-01-15,2025-01-18,2025-01-19,Correios,73.25,2
3121,PED-47239,2025-10-06,2025-10-10,2025-10-13,correios,52.0,4
3122,PED-70324,2025-01-23,2025-01-30,2025-01-27,Total Express,31.99,1
3123,PED-93840,2024-09-16,2024-09-27,2024-09-29,Jadlog,118.23,4
3124,PED-42591,2024-07-10,2024-07-18,2024-07-22,Jadlog,131.49,4
3125,PED-69383,2024-10-31,2024-11-02,2024-11-02,Jadlog,28.02,4
3126,PED-83509,2025-02-18,2025-02-20,2025-02-18,Jadlog,21.49,2
3127,PED-86021,2024-09-17,2024-09-21,2024-09-22,correios,116.97,4
3128,PED-81658,2025-04-21,2025-04-27,2025-05-01,correios,8.05,2
3129,PED-62445,2025-10-17,2025-10-23,2025-10-27,correios,89.06,4
3130,PED-61798,2025-04-01,2025-04-05,2025-04-05,Total Express,27.98,4
3131,PED-18932,2024-05-13,2024-05-24,2024-05-29,Total Express,10.91,1
3132,PED-19680,2024-06-28,2024-07-01,2024-07-01,correios,139.83,1
3133,PED-56890,2025-08-10,2025-08-21,2025-08-20,correios,139.81,2
3134,PED-40493,2025-04-21,2025-04-29,2025-04-26,correios,70.71,4
3135,PED-34455,2025-11-30,2025-12-02,2025-12-03,correios,13.78,3
3136,PED-76983,2025-10-22,2025-10-29,2025-11-02,Correios,60.88,1
3137,PED-46492,2025-11-17,2025-11-21,2025-11-22,Jadlog,73.42,3
3138,PED-22761,2025-09-19,2025-09-22,2025-09-27,Total Express,49.96,1
3139,PED-45861,2024-03-01,2024-03-06,2024-03-06,Correios,111.98,4
3140,PED-71609,2025-01-04,2025-01-12,2025-01-09,Total Express,126.35,1
3141,PED-43907,2025-10-10,2025-10-20,2025-10-18,Correios,80.16,1
3142,PED-82240,2025-04-25,2025-05-03,2025-05-06,correios,20.79,1
3143,PED-64224,2024-09-13,2024-09-22,2024-09-22,Correios,111.92,3
3144,PED-61710,2024-09-07,2024-09-18,2024-09-16,Total Express,133.03,4
3145,PED-80569,2025-07-23,2025-08-03,2025-08-09,correios,100.25,4
3146,PED-67717,2025-06-18,2025-06-29,2025-07-03,Jadlog,130.8,4
3147,PED-21835,2024-10-12,2024-10-23,2024-10-23,Jadlog,52.92,3
3148,PED-16461,2024-11-30,2024-12-07,2024-12-13,Correios,24.38,2
3149,PED-33669,2025-08-01,2025-08-12,2025-08-18,Correios,119.52,4
3150,PED-60002,2025-04-20,2025-04-27,2025-04-26,Correios,54.37,1
3151,PED-65375,2024-04-27,2024-05-06,2024-05-03,Correios,37.97,4
3152,PED-51207,2025-03-07,2025-03-12,2025-03-14,correios,62.22,2
3153,PED-85925,2024-03-23,2024-03-26,2024-03-30,Jadlog,51.25,1
3154,PED-11006,2025-03-01,2025-03-09,2025-03-12,Correios,11.27,3
3155,PED-79514,2025-07-28,2025-08-01,2025-08-01,Jadlog,31.62,3
3156,PED-99444,2025-07-11,2025-07-19,2025-07-21,Jadlog,111.69,4
3157,PED-63799,2026-01-10,2026-01-18,2026-01-21,Correios,51.15,4
3158,PED-11881,2024-09-16,2024-09-22,2024-09-20,Jadlog,49.55,3
3159,PED-54553,2024-07-21,2024-07-30,2024-08-02,Correios,83.4,3
3160,PED-35203,2025-08-04,2025-08-11,2025-08-10,Correios,64.12,2
3161,PED-63010,2024-06-02,2024-06-09,2024-06-09,Total Express,111.39,2
3162,PED-47904,2024-08-07,2024-08-15,2024-08-16,Correios,22.31,3
3163,PED-55485,2025-05-19,2025-05-30,2025-06-04,correios,130.15,1
3164,PED-31006,2025-03-04,2025-03-16,2025-03-18,correios,23.63,2
3165,PED-69234,2025-10-15,2025-10-21,2025-10-19,Total Express,135.29,4
3166,PED-50713,2024-10-10,2024-10-22,2024-10-25,Total Express,25.73,3
3167,PED-61136,2024-08-31,2024-09-11,2024-09-08,Correios,21.68,2
3168,PED-22097,2025-03-25,2025-03-31,2025-03-28,Jadlog,128.21,3
3169,PED-93809,2024-12-16,2024-12-26,2024-12-30,Total Express,139.13,1
3170,PED-24201,2025-09-09,2025-09-19,2025-09-15,Total Express,85.72,4
3171,PED-83246,2025-09-23,2025-10-02,2025-10-05,correios,33.86,1
3172,PED-88056,2025-01-04,2025-01-08,2025-01-13,Jadlog,66.62,1
3173,PED-27682,2024-06-09,2024-06-15,2024-06-18,Total Express,112.61,2
3174,PED-19979,2025-05-10,2025-05-22,2025-05-24,correios,104.42,2
3175,PED-79305,2025-07-29,2025-07-31,2025-07-30,Jadlog,38.2,4
3176,PED-66371,2025-09-19,2025-09-26,2025-09-25,Jadlog,99.93,4
3177,PED-70450,2024-08-01,2024-08-11,2024-08-07,Jadlog,136.53,2
3178,PED-77378,2024-09-18,2024-09-25,2024-09-25,correios,48.89,1
3179,PED-40482,2024-08-04,2024-08-16,2024-08-20,Jadlog,123.98,3
3180,PED-14120,2025-06-10,2025-06-16,2025-06-12,Total Express,41.59,3
3181,PED-71239,2024-03-05,2024-03-11,2024-03-17,Jadlog,105.65,2
3182,PED-28342,2025-06-07,2025-06-10,2025-06-07,correios,28.35,4
3183,PED-90580,2025-10-11,2025-10-17,2025-10-21,Total Express,98.05,1
3184,PED-62185,2026-01-12,2026-01-21,2026-01-24,correios,40.06,3
3185,PED-98934,2025-07-24,2025-08-05,2025-08-11,correios,72.59,1
3186,PED-80634,2025-02-14,2025-02-19,2025-02-23,Total Express,98.43,1
3187,PED-11653,2025-12-16,2025-12-25,2025-12-26,Correios,113.76,1
3188,PED-42366,2025-12-07,2025-12-18,2025-12-20,Correios,41.65,2
3189,PED-89807,2025-08-12,2025-08-14,2025-08-16,correios,50.9,2
3190,PED-40072,2025-01-22,2025-01-28,2025-02-02,Jadlog,119.91,3
3191,PED-93148,2025-04-23,2025-04-25,2025-04-21,Correios,75.94,4
3192,PED-76211,2024-04-05,2024-04-14,2024-04-17,Jadlog,75.87,1
3193,PED-32577,2026-01-16,2026-01-24,2026-01-25,Jadlog,41.54,3
3194,PED-66032,2025-05-04,2025-05-10,2025-05-10,Correios,117.01,2
3195,PED-18645,2024-12-25,2025-01-04,2025-01-05,Total Express,87.57,2
3196,PED-24044,2024-07-05,2024-07-14,2024-07-18,Correios,92.72,3
3197,PED-88086,2024-10-29,2024-11-03,2024-11-09,Correios,27.42,4
3198,PED-96647,2025-01-15,2025-01-25,2025-01-29,Jadlog,123.39,4
3199,PED-85927,2024-06-22,2024-07-03,2024-07-08,Total Express,138.44,2
3200,PED-50117,2026-01-31,2026-02-11,2026-02-07,Jadlog,71.52,2
3201,PED-45945,2025-08-13,2025-08-22,2025-08-19,Total Express,97.9,3
3202,PED-14774,2025-03-22,2025-03-30,2025-03-29,Correios,121.76,4
3203,PED-45101,2024-04-02,2024-04-08,2024-04-06,correios,127.4,2
3204,PED-31329,2024-09-01,2024-09-12,2024-09-15,correios,39.45,1
3205,PED-94681,2025-10-25,2025-10-29,2025-10-26,Total Express,11.97,2
3206,PED-32597,2025-01-05,2025-01-16,2025-01-15,Correios,101.94,2
3207,PED-25876,2024-07-23,2024-07-27,2024-07-25,Correios,115.74,1
3208,PED-33033,2025-02-14,2025-02-18,2025-02-17,Correios,10.15,4
3209,PED-59729,2025-08-25,2025-09-03,2025-09-05,Correios,13.98,1
3210,PED-88232,2025-06-30,2025-07-10,2025-07-16,Total Express,102.36,1
3211,PED-20959,2025-12-20,2025-12-22,2025-12-26,Jadlog,32.99,4
3212,PED-18088,2025-12-20,2025-12-23,2025-12-23,correios,126.5,3
3213,PED-41977,2025-02-11,2025-02-18,2025-02-24,Correios,85.83,1
3214,PED-65199,2025-09-16,2025-09-25,2025-09-25,correios,33.74,3
3215,PED-51470,2024-04-16,2024-04-24,2024-04-29,Correios,12.6,2
3216,PED-62989,2024-02-14,2024-02-16,2024-02-19,correios,8.46,3
3217,PED-59701,2024-11-25,2024-12-02,2024-12-07,Total Express,118.1,3
3218,PED-67135,2024-08-02,2024-08-04,2024-07-31,Total Express,136.36,4
3219,PED-22062,2025-10-10,2025-10-18,2025-10-18,Correios,9.72,4
3220,PED-21343,2026-01-21,2026-01-28,2026-01-28,Correios,100.94,2
3221,PED-68591,2024-07-26,2024-08-01,2024-07-28,Jadlog,21.28,3
3222,PED-15499,2025-11-22,2025-12-03,2025-12-06,Correios,56.48,2
3223,PED-81858,2026-01-04,2026-01-12,2026-01-14,correios,46.83,2
3224,PED-84379,2025-11-16,2025-11-24,2025-11-28,Total Express,29.03,4
3225,PED-40681,2024-05-08,2024-05-10,2024-05-14,Total Express,81.66,1
3226,PED-99407,2024-07-25,2024-08-03,2024-08-07,Total Express,111.17,1
3227,PED-58627,2024-11-24,2024-12-01,2024-11-27,Total Express,31.84,4
3228,PED-69568,2025-02-25,2025-02-28,2025-03-05,Total Express,11.09,2
3229,PED-21400,2025-10-24,2025-10-28,2025-10-24,correios,64.97,3
3230,PED-78416,2026-02-03,2026-02-12,2026-02-18,correios,58.18,3
3231,PED-10766,2024-11-12,2024-11-15,2024-11-19,Jadlog,131.36,1
3232,PED-53989,2025-07-09,2025-07-18,2025-07-19,Jadlog,136.24,1
3233,PED-69889,2025-09-05,2025-09-14,2025-09-17,Jadlog,101.2,2
3234,PED-60475,2025-09-07,2025-09-16,2025-09-16,correios,111.5,1
3235,PED-94538,2024-08-25,2024-09-04,2024-09-10,correios,45.0,4
3236,PED-44900,2024-12-04,2024-12-08,2024-12-10,correios,29.48,4
3237,PED-87022,2024-06-08,2024-06-15,2024-06-19,Correios,67.3,3
3238,PED-27287,2025-02-05,2025-02-12,2025-02-12,Correios,116.68,3
3239,PED-58869,2024-12-04,2024-12-16,2024-12-16,Total Express,118.01,1
3240,PED-76295,2024-06-07,2024-06-14,2024-06-16,correios,8.38,2
3241,PED-75135,2025-10-31,2025-11-04,2025-11-05,Correios,101.76,1
3242,PED-92853,2024-05-17,2024-05-19,2024-05-16,Total Express,36.98,3
3243,PED-16925,2025-11-24,2025-12-02,2025-12-02,Total Express,30.66,2
